complaint_id,date,time,district,category,priority,status,description,resolution_days,latitude,longitude,upvotes
SV-2023-00895,2023-03-12,12:12,West,Parks,Medium,Resolved,Poor maintenance of West Community Park; overgrown grass.,15.8,37.768319,-122.489528,1
SV-2023-00541,2023-03-12,15:09,East,Safety,High,Resolved,Dangerous intersection at Maple Drive and Police Station with no traffic signal.,7.0,37.795064,-122.364501,31
SV-2023-01879,2023-03-12,10:00,South,Noise,Low,Resolved,Night construction activity near Fire Station violating city noise ordinance.,23.8,37.736344,-122.410884,0
SV-2023-00740,2023-03-13,21:53,Central,Parks,Low,Open,Overgrown vegetation blocking the main pathway at SmartVille Hospital.,,37.787565,-122.403468,1
SV-2023-01897,2023-03-13,09:03,South,Parks,High,Resolved,Overgrown vegetation blocking the main pathway at SmartVille Hospital.,3.4,37.730303,-122.43549,8
SV-2023-00923,2023-03-13,21:24,South,Water Supply,Medium,Resolved,Critically low water pressure throughout South district.,14.7,37.709083,-122.411794,1
SV-2023-01947,2023-03-14,15:59,East,Garbage,Medium,In Progress,Garbage not collected for 8 days on Commerce Way.,,37.77886,-122.377912,13
SV-2023-00789,2023-03-16,08:35,North,Garbage,High,Resolved,Illegal dumping of construction waste spotted near Police Station.,4.4,37.824488,-122.401188,15
SV-2023-00444,2023-03-16,19:45,South,Water Supply,Critical,Resolved,Main water pipeline burst near Bus Terminal; flooding the road.,0.4,37.747242,-122.408645,269
SV-2023-01804,2023-03-16,12:47,South,Water Supply,High,Resolved,Brown discoloured water from taps on Elm Street.,5.2,37.716274,-122.438558,5
SV-2023-00684,2023-03-17,14:37,East,Noise,Low,Closed,Night construction activity near Bus Terminal violating city noise ordinance.,1.0,37.802746,-122.359281,3
SV-2023-01277,2023-03-17,15:46,West,Parks,Low,Open,Damaged and unsafe park benches near Oak Avenue.,,37.750206,-122.481944,5
SV-2023-00032,2023-03-17,15:13,East,Water Supply,Critical,Closed,Visible pipe leakage causing water wastage near University Campus.,1.8,37.774636,-122.36134,137
SV-2023-00182,2023-03-18,17:40,East,Electricity,Critical,Resolved,Power outage on Park Road for 24 hours with no update from utility.,4.1,37.768376,-122.345941,5
SV-2023-01260,2023-03-18,12:10,East,Garbage,Medium,Closed,Garbage not collected for 8 days on City Square.,16.6,37.743287,-122.363752,1
SV-2023-00068,2023-03-19,16:44,Central,Water Supply,Medium,Closed,Main water pipeline burst near SmartVille Hospital; flooding the road.,6.6,37.757125,-122.407767,6
SV-2023-00147,2023-03-20,15:40,North,Electricity,Medium,Closed,Visible electrical sparks from exposed transformer near City Square.,1.9,37.805085,-122.429813,15
SV-2023-01797,2023-03-20,11:38,North,Roads,High,Resolved,Bridge surface cracking on Central Boulevard near North area.,12.0,37.817071,-122.435681,48
SV-2023-01710,2023-03-20,09:55,North,Roads,Critical,In Progress,Street flooding due to blocked drainage on Park Road.,,37.814069,-122.450574,26
SV-2023-00263,2023-03-20,11:10,East,Electricity,Critical,Resolved,Exposed live wiring near Bus Terminal posing a serious electrocution risk.,0.3,37.777529,-122.352793,29
SV-2023-00144,2023-03-21,20:20,East,Electricity,High,Resolved,Visible electrical sparks from exposed transformer near Oak Avenue.,1.5,37.795123,-122.383574,15
SV-2023-00557,2023-03-21,18:20,Central,Water Supply,High,Closed,Main water pipeline burst near SmartVille Station; flooding the road.,2.6,37.750859,-122.435721,3
SV-2023-01089,2023-03-22,21:40,North,Parks,Low,Resolved,Damaged and unsafe park benches near Maple Drive.,9.8,37.790203,-122.425139,2
SV-2023-00516,2023-03-23,09:21,South,Garbage,Medium,Closed,Decomposing waste near Bus Terminal causing foul odour.,1.0,37.715381,-122.46325,7
SV-2023-01545,2023-03-23,17:48,Harbor,Noise,Low,Closed,Excessive construction noise at Community Center continues after permitted hours.,1.6,37.768466,-122.395574,3
SV-2023-00808,2023-03-23,21:51,East,Water Supply,Critical,Resolved,Brown discoloured water from taps on Sunrise Road.,5.6,37.776175,-122.354448,116
SV-2023-00777,2023-03-24,20:49,Harbor,Noise,Medium,Closed,Heavy industrial machinery noise from Harbor factory during quiet hours.,3.5,37.725287,-122.400972,8
SV-2023-01728,2023-03-25,12:10,North,Electricity,High,In Progress,Power outage on Commerce Way for 4 hours with no update from utility.,,37.803973,-122.408703,21
SV-2023-01680,2023-03-25,10:10,West,Parks,Low,Resolved,Broken playground equipment at Bus Terminal — hazardous for children.,12.8,37.77597,-122.498849,1
SV-2023-00847,2023-03-25,08:03,East,Water Supply,High,Resolved,Brown discoloured water from taps on Waterfront Road.,8.2,37.742044,-122.365427,0
SV-2023-00906,2023-03-25,19:30,Central,Electricity,Low,Resolved,Exposed live wiring near Shopping Mall posing a serious electrocution risk.,83.5,37.771322,-122.426055,2
SV-2023-00562,2023-03-26,14:36,West,Electricity,Medium,In Progress,Exposed live wiring near Grand Library posing a serious electrocution risk.,,37.761938,-122.502965,0
SV-2023-01125,2023-03-26,21:09,West,Parks,Critical,Closed,Broken playground equipment at SmartVille Station — hazardous for children.,0.4,37.78762,-122.504691,38
SV-2023-00645,2023-03-26,09:32,North,Safety,High,In Progress,Stray dogs attacking pedestrians near Convention Centre.,,37.846714,-122.413599,12
SV-2023-00691,2023-03-27,15:48,North,Parks,Low,Resolved,Poor maintenance of North Community Park; overgrown grass.,7.3,37.808673,-122.392393,0
SV-2023-00166,2023-03-27,19:10,South,Electricity,Medium,Resolved,Streetlight not working near Shopping Mall creating a dark and unsafe area.,6.3,37.725885,-122.423944,3
SV-2023-01712,2023-03-27,12:50,North,Water Supply,Medium,Resolved,Brown discoloured water from taps on City Square.,6.2,37.79738,-122.416967,10
SV-2023-01354,2023-03-27,10:47,Harbor,Garbage,Medium,Closed,Garbage pile blocking pedestrian footpath on Waterfront Road.,8.1,37.736113,-122.373125,6
SV-2023-00782,2023-03-28,13:23,North,Noise,High,Closed,Loud music from commercial venue on Main Street disturbing residents at night.,4.9,37.832225,-122.425437,39
SV-2023-00910,2023-03-28,11:28,East,Water Supply,High,Resolved,Main water pipeline burst near Bus Terminal; flooding the road.,0.4,37.754872,-122.364045,0
SV-2023-01020,2023-03-28,18:18,East,Noise,High,Open,Night construction activity near SmartVille School violating city noise ordinance.,,37.722464,-122.365822,0
SV-2023-01222,2023-03-28,07:17,Harbor,Noise,Medium,Closed,Night construction activity near City Hall violating city noise ordinance.,17.6,37.722877,-122.40087,0
SV-2023-00520,2023-03-28,17:59,Harbor,Garbage,Low,Closed,Garbage pile blocking pedestrian footpath on Waterfront Road.,5.8,37.714686,-122.391496,1
SV-2023-00370,2023-03-29,17:22,Central,Noise,Critical,Resolved,Excessive construction noise at Bus Terminal continues after permitted hours.,0.3,37.798502,-122.425522,17
SV-2023-00266,2023-03-29,19:39,South,Water Supply,High,In Progress,Visible pipe leakage causing water wastage near Fire Station.,,37.724798,-122.427225,14
SV-2023-00478,2023-03-29,10:28,East,Noise,High,Resolved,Night construction activity near Central Market violating city noise ordinance.,10.6,37.763974,-122.367266,3
SV-2023-01718,2023-03-29,09:53,North,Electricity,High,In Progress,Streetlight not working near Shopping Mall creating a dark and unsafe area.,,37.805334,-122.416829,10
SV-2023-01616,2023-03-30,16:11,West,Noise,Medium,Resolved,Heavy industrial machinery noise from West factory during quiet hours.,0.3,37.766943,-122.450539,4
SV-2023-01175,2023-03-30,18:17,North,Parks,Low,Resolved,Broken playground equipment at Tech Park — hazardous for children.,0.3,37.849581,-122.413508,1
SV-2023-01201,2023-03-30,16:01,West,Parks,Low,In Progress,Damaged and unsafe park benches near Civic Center Way.,,37.790512,-122.486973,0
SV-2023-01501,2023-03-30,15:54,East,Water Supply,High,In Progress,Critically low water pressure throughout East district.,,37.756762,-122.360479,14
SV-2023-00187,2023-03-31,19:43,Harbor,Garbage,Medium,Closed,Decomposing waste near University Campus causing foul odour.,5.4,37.735327,-122.417057,1
SV-2023-01114,2023-03-31,19:53,North,Parks,Low,Closed,Broken playground equipment at Fire Station — hazardous for children.,3.1,37.80393,-122.410755,0
SV-2023-01812,2023-04-02,21:33,South,Electricity,High,Resolved,Exposed live wiring near Central Market posing a serious electrocution risk.,0.3,37.719702,-122.4077,7
SV-2023-01944,2023-04-02,13:03,Central,Parks,Medium,Open,Poor maintenance of Central Community Park; overgrown grass.,,37.766116,-122.4412,3
SV-2023-00783,2023-04-02,14:12,South,Safety,Medium,Resolved,Abandoned vehicle blocking emergency access lane on Green Lane.,3.5,37.726031,-122.414309,2
SV-2023-00784,2023-04-02,12:10,Harbor,Roads,Low,Resolved,Damaged road markings near Police Station creating a safety hazard.,15.5,37.753622,-122.378976,3
SV-2023-01927,2023-04-03,14:10,East,Roads,Medium,Resolved,Collapsed pavement on Waterfront Road blocking one lane of traffic.,9.3,37.757658,-122.345235,8
SV-2023-00806,2023-04-03,19:27,Central,Electricity,Medium,Resolved,Power outage on Main Street for 8 hours with no update from utility.,3.0,37.775196,-122.418654,4
SV-2023-01416,2023-04-03,19:32,East,Garbage,Medium,Closed,Garbage not collected for 12 days on Main Street.,2.1,37.763608,-122.352533,14
SV-2023-01320,2023-04-03,15:49,South,Water Supply,High,In Progress,No water supply for 4 hours in Industrial Road area.,,37.728494,-122.435893,16
SV-2023-01478,2023-04-03,09:16,East,Water Supply,Medium,Resolved,No water supply for 3 hours in Elm Street area.,6.6,37.771379,-122.369212,17
SV-2023-01038,2023-04-04,20:03,East,Electricity,Medium,Resolved,Streetlight not working near Sports Complex creating a dark and unsafe area.,12.0,37.765281,-122.316053,1
SV-2023-00089,2023-04-04,10:43,Central,Electricity,High,Open,Visible electrical sparks from exposed transformer near Green Lane.,,37.779848,-122.423639,35
SV-2023-00490,2023-04-04,20:09,East,Electricity,High,In Progress,Streetlight not working near SmartVille Hospital creating a dark and unsafe area.,,37.742668,-122.337611,33
SV-2023-00232,2023-04-04,21:32,East,Roads,Medium,Resolved,Damaged road markings near City Hall creating a safety hazard.,0.3,37.744707,-122.350981,0
SV-2023-00424,2023-04-04,19:38,Harbor,Parks,Low,Resolved,Damaged and unsafe park benches near Waterfront Road.,27.0,37.721302,-122.380948,1
SV-2023-00445,2023-04-05,12:14,Harbor,Parks,Low,Resolved,Damaged and unsafe park benches near Maple Drive.,48.7,37.721565,-122.356626,2
SV-2023-01684,2023-04-05,21:50,Central,Parks,Low,In Progress,Overgrown vegetation blocking the main pathway at City Hall.,,37.771051,-122.430869,0
SV-2023-00343,2023-04-05,21:54,Central,Garbage,Low,Closed,Garbage not collected for 12 days on Park Road.,0.3,37.783661,-122.414939,0
SV-2023-01984,2023-04-05,12:58,Harbor,Electricity,Critical,Resolved,Exposed live wiring near Bus Terminal posing a serious electrocution risk.,1.0,37.744019,-122.372297,47
SV-2023-01105,2023-04-05,21:57,East,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on Commerce Way.,2.4,37.78656,-122.365425,42
SV-2023-01057,2023-04-06,14:11,East,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on City Square.,0.4,37.770612,-122.357995,114
SV-2023-00922,2023-04-06,09:06,West,Water Supply,Low,Resolved,Critically low water pressure throughout West district.,9.0,37.747726,-122.478031,1
SV-2023-00075,2023-04-06,11:14,East,Water Supply,Medium,Resolved,Critically low water pressure throughout East district.,4.9,37.756847,-122.383039,9
SV-2023-00025,2023-04-06,21:48,Central,Water Supply,High,Resolved,Critically low water pressure throughout Central district.,6.3,37.755447,-122.429032,47
SV-2023-01672,2023-04-06,16:24,South,Water Supply,Low,Resolved,Visible pipe leakage causing water wastage near Bus Terminal.,11.6,37.720133,-122.446614,0
SV-2023-00725,2023-04-07,16:48,North,Garbage,High,Closed,Illegal dumping of construction waste spotted near Police Station.,12.4,37.811377,-122.451923,0
SV-2023-01642,2023-04-08,10:54,East,Water Supply,High,Resolved,Visible pipe leakage causing water wastage near Tech Park.,0.6,37.758759,-122.346554,41
SV-2023-00886,2023-04-08,17:28,East,Roads,Critical,Closed,Damaged road markings near SmartVille Station creating a safety hazard.,4.0,37.776049,-122.324771,1
SV-2023-00726,2023-04-09,15:37,East,Water Supply,Low,Resolved,Brown discoloured water from taps on Maple Drive.,6.4,37.757573,-122.359926,1
SV-2023-00544,2023-04-09,15:42,North,Safety,Critical,Resolved,Dangerous intersection at Harbor Drive and SmartVille Hospital with no traffic signal.,1.7,37.800363,-122.427395,23
SV-2023-00972,2023-04-10,10:33,Central,Noise,Medium,Closed,Heavy industrial machinery noise from Central factory during quiet hours.,9.1,37.805476,-122.42035,2
SV-2023-00913,2023-04-11,08:04,East,Electricity,Medium,Resolved,Visible electrical sparks from exposed transformer near Central Boulevard.,23.5,37.75931,-122.361912,0
SV-2023-01769,2023-04-11,14:50,Harbor,Parks,Low,Closed,Broken playground equipment at Central Market — hazardous for children.,40.5,37.72203,-122.380662,1
SV-2023-00105,2023-04-11,19:40,West,Roads,Medium,Resolved,Large pothole on Main Street causing vehicle damage and safety risk.,7.9,37.768042,-122.472769,2
SV-2023-00832,2023-04-12,09:41,East,Safety,Medium,Closed,Abandoned vehicle blocking emergency access lane on Pine Avenue.,23.6,37.771215,-122.351988,1
SV-2023-00168,2023-04-12,20:45,West,Safety,Medium,In Progress,Abandoned vehicle blocking emergency access lane on City Square.,,37.772973,-122.469759,2
SV-2023-00078,2023-04-13,20:12,South,Garbage,Low,Open,Decomposing waste near University Campus causing foul odour.,,37.749383,-122.445743,2
SV-2023-00461,2023-04-13,11:39,North,Water Supply,Medium,Resolved,Main water pipeline burst near University Campus; flooding the road.,5.6,37.82144,-122.413738,3
SV-2023-00219,2023-04-13,17:49,North,Electricity,Critical,Resolved,Frequent power fluctuations in North district damaging appliances.,0.4,37.809639,-122.417804,28
SV-2023-01644,2023-04-13,20:05,East,Noise,Medium,Closed,Night construction activity near Community Center violating city noise ordinance.,13.6,37.774916,-122.377968,0
SV-2023-01458,2023-04-14,21:46,North,Noise,Low,Resolved,Loud music from commercial venue on Maple Drive disturbing residents at night.,47.5,37.821491,-122.433107,1
SV-2023-00826,2023-04-14,19:26,Harbor,Noise,Low,Resolved,Excessive construction noise at Sports Complex continues after permitted hours.,25.9,37.735619,-122.395397,6
SV-2023-00901,2023-04-14,07:53,West,Noise,Medium,Closed,Heavy industrial machinery noise from West factory during quiet hours.,5.1,37.78318,-122.483841,2
SV-2023-01838,2023-04-15,13:30,East,Water Supply,Critical,Closed,Critically low water pressure throughout East district.,3.2,37.744332,-122.35291,13
SV-2023-01958,2023-04-15,13:09,North,Garbage,Medium,Resolved,Garbage pile blocking pedestrian footpath on Central Boulevard.,3.3,37.815032,-122.426103,6
SV-2023-00438,2023-04-15,16:55,West,Electricity,Critical,Closed,Exposed live wiring near Tech Park posing a serious electrocution risk.,0.3,37.797758,-122.44389,34
SV-2023-01940,2023-04-15,13:58,East,Roads,Low,Resolved,Large pothole on Commerce Way causing vehicle damage and safety risk.,6.9,37.774567,-122.392275,0
SV-2023-00944,2023-04-15,18:34,Central,Safety,High,Resolved,Dangerous intersection at Green Lane and Sports Complex with no traffic signal.,0.4,37.750725,-122.385594,14
SV-2023-01064,2023-04-16,15:56,Central,Water Supply,Low,Resolved,Visible pipe leakage causing water wastage near Bus Terminal.,8.3,37.777588,-122.415197,3
SV-2023-01296,2023-04-16,18:13,South,Garbage,Medium,In Progress,Decomposing waste near Police Station causing foul odour.,,37.718773,-122.415858,4
SV-2023-00846,2023-04-18,12:33,East,Safety,Critical,Resolved,Poor street lighting on City Square creating safety concerns at night.,0.3,37.771014,-122.369219,24
SV-2023-00830,2023-04-19,19:39,East,Safety,Critical,Closed,Dangerous intersection at Industrial Road and SmartVille Hospital with no traffic signal.,1.3,37.7594,-122.375071,10
